trn_site,test_site,share_encoder,no_mode,int_mode,threshold,s_l,value
Site_26,Site_5,False,True,False,4.0,s,0.5358659029006958
Site_26,Site_5,False,True,False,4.0,l,
Site_26,Site_5,False,True,False,5.0,s,
Site_26,Site_5,False,True,False,5.0,l,
Site_1,Site_5,True,False,True,0.5,s,0.1443454474210739
Site_1,Site_5,True,False,True,0.5,l,0.41687193512916565
Site_1,Site_5,True,False,True,1.0,s,0.1386251598596573
Site_1,Site_5,True,False,True,1.0,l,0.4452550709247589
Site_1,Site_5,True,False,True,2.0,s,0.14039890468120575
Site_1,Site_5,True,False,True,2.0,l,
Site_1,Site_5,True,False,True,3.0,s,0.1249566525220871
Site_1,Site_5,True,False,True,3.0,l,
Site_1,Site_5,True,False,True,4.0,s,0.0636046975851059
Site_1,Site_5,True,False,True,4.0,l,
Site_1,Site_5,True,False,True,5.0,s,
Site_1,Site_5,True,False,True,5.0,l,
Site_24,Site_25,True,False,True,0.5,s,0.3012535274028778
Site_24,Site_25,True,False,True,0.5,l,0.32568031549453735
Site_24,Site_25,True,False,True,1.0,s,0.3024348318576813
Site_24,Site_25,True,False,True,1.0,l,0.3051227629184723
Site_24,Site_25,True,False,True,2.0,s,0.2924098074436188
Site_24,Site_25,True,False,True,2.0,l,0.18350130319595337
Site_24,Site_25,True,False,True,3.0,s,0.22246289253234863
Site_24,Site_25,True,False,True,3.0,l,0.1693466305732727
Site_24,Site_25,True,False,True,4.0,s,0.14491702616214752
Site_24,Site_25,True,False,True,4.0,l,0.12918329238891602
Site_24,Site_25,True,False,True,5.0,s,0.1018415093421936
Site_24,Site_25,True,False,True,5.0,l,0.1647089570760727
Site_5,Site_23,False,True,False,0.5,s,0.743963360786438
Site_5,Site_23,False,True,False,0.5,l,0.9817835688591003
Site_5,Site_23,False,True,False,1.0,s,0.6612951159477234
Site_5,Site_23,False,True,False,1.0,l,0.9794428944587708
Site_5,Site_23,False,True,False,2.0,s,0.6322444677352905
Site_5,Site_23,False,True,False,2.0,l,0.9818775653839111
Site_5,Site_23,False,True,False,3.0,s,0.6528345942497253
Site_5,Site_23,False,True,False,3.0,l,0.9843042492866516
Site_5,Site_23,False,True,False,4.0,s,0.6997312903404236
Site_5,Site_23,False,True,False,4.0,l,0.9860214591026306
Site_5,Site_23,False,True,False,5.0,s,0.7081693410873413
Site_5,Site_23,False,True,False,5.0,l,0.9865365028381348
Site_25,Site_26,True,False,False,0.5,s,0.4074629843235016
Site_25,Site_26,True,False,False,0.5,l,0.9694522023200989
Site_25,Site_26,True,False,False,1.0,s,0.3581847846508026
Site_25,Site_26,True,False,False,1.0,l,0.9787377119064331
Site_25,Site_26,True,False,False,2.0,s,0.32877784967422485
Site_25,Site_26,True,False,False,2.0,l,0.9892216920852661
Site_25,Site_26,True,False,False,3.0,s,0.3347542881965637
Site_25,Site_26,True,False,False,3.0,l,
Site_25,Site_26,True,False,False,4.0,s,0.3510954976081848
Site_25,Site_26,True,False,False,4.0,l,
Site_25,Site_26,True,False,False,5.0,s,0.3605569303035736
Site_25,Site_26,True,False,False,5.0,l,
Site_24,Site_5,True,False,False,0.5,s,0.1306431144475937
Site_24,Site_5,True,False,False,0.5,l,0.3531235158443451
Site_24,Site_5,True,False,False,1.0,s,0.11731424927711487
Site_24,Site_5,True,False,False,1.0,l,0.36339324712753296
Site_24,Site_5,True,False,False,2.0,s,0.08503323793411255
Site_24,Site_5,True,False,False,2.0,l,
Site_24,Site_5,True,False,False,3.0,s,0.07627924531698227
Site_24,Site_5,True,False,False,3.0,l,
Site_24,Site_5,True,False,False,4.0,s,0.07115276902914047
Site_24,Site_5,True,False,False,4.0,l,
Site_24,Site_5,True,False,False,5.0,s,
Site_24,Site_5,True,False,False,5.0,l,
Site_25,Site_5,True,True,False,0.5,s,0.10244367271661758
Site_25,Site_5,True,True,False,0.5,l,0.157073512673378
Site_25,Site_5,True,True,False,1.0,s,0.09348375350236893
Site_25,Site_5,True,True,False,1.0,l,0.13949258625507355
Site_25,Site_5,True,True,False,2.0,s,0.09198401123285294
Site_25,Site_5,True,True,False,2.0,l,
Site_25,Site_5,True,True,False,3.0,s,0.08459582179784775
Site_25,Site_5,True,True,False,3.0,l,
Site_25,Site_5,True,True,False,4.0,s,0.07523535192012787
Site_25,Site_5,True,True,False,4.0,l,
Site_25,Site_5,True,True,False,5.0,s,
Site_25,Site_5,True,True,False,5.0,l,
Site_24,Site_26,True,False,False,0.5,s,0.2502501606941223
Site_24,Site_26,True,False,False,0.5,l,1.0207339525222778
Site_24,Site_26,True,False,False,1.0,s,0.22645148634910583
Site_24,Site_26,True,False,False,1.0,l,1.0285521745681763
Site_24,Site_26,True,False,False,2.0,s,0.204981729388237
Site_24,Site_26,True,False,False,2.0,l,0.9929059147834778
Site_24,Site_26,True,False,False,3.0,s,0.1931857019662857
Site_24,Site_26,True,False,False,3.0,l,
Site_24,Site_26,True,False,False,4.0,s,0.19203506410121918
Site_24,Site_26,True,False,False,4.0,l,
Site_24,Site_26,True,False,False,5.0,s,0.1859634667634964
Site_24,Site_26,True,False,False,5.0,l,
Site_26,Site_1,True,False,True,0.5,s,0.8492422699928284
Site_26,Site_1,True,False,True,0.5,l,0.993415892124176
Site_26,Site_1,True,False,True,1.0,s,0.6053558588027954
Site_26,Site_1,True,False,True,1.0,l,0.9944409132003784
Site_26,Site_1,True,False,True,2.0,s,0.5021322965621948
Site_26,Site_1,True,False,True,2.0,l,0.9949386715888977
Site_26,Site_1,True,False,True,3.0,s,0.47409895062446594
Site_26,Site_1,True,False,True,3.0,l,0.9953789114952087
Site_26,Site_1,True,False,True,4.0,s,0.4111565947532654
Site_26,Site_1,True,False,True,4.0,l,0.9957520961761475
Site_26,Site_1,True,False,True,5.0,s,0.32872962951660156
Site_26,Site_1,True,False,True,5.0,l,0.9965687990188599
Site_24,Site_5,False,False,False,0.5,s,0.14078889787197113
Site_24,Site_5,False,False,False,0.5,l,0.20661692321300507
Site_24,Site_5,False,False,False,1.0,s,0.13034041225910187
Site_24,Site_5,False,False,False,1.0,l,0.16492263972759247
Site_24,Site_5,False,False,False,2.0,s,0.11068858206272125
Site_24,Site_5,False,False,False,2.0,l,
Site_24,Site_5,False,False,False,3.0,s,0.10649247467517853
Site_24,Site_5,False,False,False,3.0,l,
Site_24,Site_5,False,False,False,4.0,s,0.08045609295368195
Site_24,Site_5,False,False,False,4.0,l,
Site_24,Site_5,False,False,False,5.0,s,
Site_24,Site_5,False,False,False,5.0,l,
Site_5,Site_1,False,False,True,0.5,s,0.5954006314277649
Site_5,Site_1,False,False,True,0.5,l,0.999755859375
Site_5,Site_1,False,False,True,1.0,s,0.52809077501297
Site_5,Site_1,False,False,True,1.0,l,0.9971038103103638
Site_5,Site_1,False,False,True,2.0,s,0.526501476764679
Site_5,Site_1,False,False,True,2.0,l,0.9943349957466125
Site_5,Site_1,False,False,True,3.0,s,0.5765277147293091
Site_5,Site_1,False,False,True,3.0,l,0.9909496903419495
Site_5,Site_1,False,False,True,4.0,s,0.6612083911895752
Site_5,Site_1,False,False,True,4.0,l,0.9902071952819824
Site_5,Site_1,False,False,True,5.0,s,0.6951029896736145
Site_5,Site_1,False,False,True,5.0,l,0.9893962740898132
Site_1,Site_5,False,True,False,0.5,s,0.13318772614002228
Site_1,Site_5,False,True,False,0.5,l,0.3392138183116913
Site_1,Site_5,False,True,False,1.0,s,0.1204487755894661
Site_1,Site_5,False,True,False,1.0,l,0.3728986382484436
Site_1,Site_5,False,True,False,2.0,s,0.09894777089357376
Site_1,Site_5,False,True,False,2.0,l,
Site_1,Site_5,False,True,False,3.0,s,0.09030488133430481
Site_1,Site_5,False,True,False,3.0,l,
Site_1,Site_5,False,True,False,4.0,s,0.05520538613200188
Site_1,Site_5,False,True,False,4.0,l,
Site_1,Site_5,False,True,False,5.0,s,
Site_1,Site_5,False,True,False,5.0,l,
Site_24,Site_5,True,False,True,0.5,s,0.11435455083847046
Site_24,Site_5,True,False,True,0.5,l,0.2297283411026001
Site_24,Site_5,True,False,True,1.0,s,0.10462507605552673
Site_24,Site_5,True,False,True,1.0,l,0.16536623239517212
Site_24,Site_5,True,False,True,2.0,s,0.0896863341331482
Site_24,Site_5,True,False,True,2.0,l,
Site_24,Site_5,True,False,True,3.0,s,0.07459242641925812
Site_24,Site_5,True,False,True,3.0,l,
Site_24,Site_5,True,False,True,4.0,s,0.06408944725990295
Site_24,Site_5,True,False,True,4.0,l,
Site_24,Site_5,True,False,True,5.0,s,
Site_24,Site_5,True,False,True,5.0,l,
Site_26,Site_5,True,False,True,0.5,s,0.48546162247657776
Site_26,Site_5,True,False,True,0.5,l,1.032828688621521
Site_26,Site_5,True,False,True,1.0,s,0.44047296047210693
Site_26,Site_5,True,False,True,1.0,l,1.0193812847137451
Site_26,Site_5,True,False,True,2.0,s,0.4815378189086914
Site_26,Site_5,True,False,True,2.0,l,
Site_26,Site_5,True,False,True,3.0,s,0.5075884461402893
Site_26,Site_5,True,False,True,3.0,l,
Site_26,Site_5,True,False,True,4.0,s,0.5525557994842529
Site_26,Site_5,True,False,True,4.0,l,
Site_26,Site_5,True,False,True,5.0,s,
Site_26,Site_5,True,False,True,5.0,l,
Site_25,Site_1,False,True,False,0.5,s,0.16778744757175446
Site_25,Site_1,False,True,False,0.5,l,0.3473723232746124
Site_25,Site_1,False,True,False,1.0,s,0.13518618047237396
Site_25,Site_1,False,True,False,1.0,l,0.20498698949813843
Site_25,Site_1,False,True,False,2.0,s,0.11931915581226349
Site_25,Site_1,False,True,False,2.0,l,0.14436429738998413
Site_25,Site_1,False,True,False,3.0,s,0.10363032668828964
Site_25,Site_1,False,True,False,3.0,l,0.11932159215211868
Site_25,Site_1,False,True,False,4.0,s,0.09448752552270889
Site_25,Site_1,False,True,False,4.0,l,0.09838533401489258
Site_25,Site_1,False,True,False,5.0,s,0.0942675918340683
Site_25,Site_1,False,True,False,5.0,l,0.0935126468539238
Site_5,Site_26,True,True,False,0.5,s,0.7301995158195496
Site_5,Site_26,True,True,False,0.5,l,1.021517038345337
Site_5,Site_26,True,True,False,1.0,s,0.6642434597015381
Site_5,Site_26,True,True,False,1.0,l,1.0237479209899902
Site_5,Site_26,True,True,False,2.0,s,0.711371123790741
Site_5,Site_26,True,True,False,2.0,l,1.0260488986968994
Site_5,Site_26,True,True,False,3.0,s,0.7720683813095093
Site_5,Site_26,True,True,False,3.0,l,
Site_5,Site_26,True,True,False,4.0,s,0.8141860365867615
Site_5,Site_26,True,True,False,4.0,l,
Site_5,Site_26,True,True,False,5.0,s,0.8270167708396912
Site_5,Site_26,True,True,False,5.0,l,
Site_25,Site_26,True,True,False,0.5,s,0.4250771701335907
Site_25,Site_26,True,True,False,0.5,l,0.9715425968170166
Site_25,Site_26,True,True,False,1.0,s,0.36408549547195435
Site_25,Site_26,True,True,False,1.0,l,0.9903362393379211
Site_25,Site_26,True,True,False,2.0,s,0.30751776695251465
Site_25,Site_26,True,True,False,2.0,l,1.0025181770324707
Site_25,Site_26,True,True,False,3.0,s,0.299922376871109
Site_25,Site_26,True,True,False,3.0,l,
Site_25,Site_26,True,True,False,4.0,s,0.30615490674972534
Site_25,Site_26,True,True,False,4.0,l,
Site_25,Site_26,True,True,False,5.0,s,0.3136110007762909
Site_25,Site_26,True,True,False,5.0,l,
Site_1,Site_5,True,True,False,0.5,s,0.11127080768346786
Site_1,Site_5,True,True,False,0.5,l,0.29564812779426575
Site_1,Site_5,True,True,False,1.0,s,0.10399732738733292
Site_1,Site_5,True,True,False,1.0,l,0.15994033217430115
Site_1,Site_5,True,True,False,2.0,s,0.1027388796210289
Site_1,Site_5,True,True,False,2.0,l,
Site_1,Site_5,True,True,False,3.0,s,0.09448091685771942
Site_1,Site_5,True,True,False,3.0,l,
Site_1,Site_5,True,True,False,4.0,s,0.06162150949239731
Site_1,Site_5,True,True,False,4.0,l,
Site_1,Site_5,True,True,False,5.0,s,
Site_1,Site_5,True,True,False,5.0,l,
Site_5,Site_26,True,False,False,0.5,s,1.0105154514312744
Site_5,Site_26,True,False,False,0.5,l,1.019302487373352
Site_5,Site_26,True,False,False,1.0,s,0.9350997805595398
Site_5,Site_26,True,False,False,1.0,l,1.040992021560669
Site_5,Site_26,True,False,False,2.0,s,0.8977078199386597
Site_5,Site_26,True,False,False,2.0,l,1.0302762985229492
Site_5,Site_26,True,False,False,3.0,s,0.8743951320648193
Site_5,Site_26,True,False,False,3.0,l,
Site_5,Site_26,True,False,False,4.0,s,0.8583171367645264
Site_5,Site_26,True,False,False,4.0,l,
Site_5,Site_26,True,False,False,5.0,s,0.8620405197143555
Site_5,Site_26,True,False,False,5.0,l,
Site_5,Site_1,True,False,False,0.5,s,0.8331329226493835
Site_5,Site_1,True,False,False,0.5,l,0.8177646398544312
Site_5,Site_1,True,False,False,1.0,s,0.7989528775215149
Site_5,Site_1,True,False,False,1.0,l,0.883979856967926
Site_5,Site_1,True,False,False,2.0,s,0.7191694378852844
Site_5,Site_1,True,False,False,2.0,l,0.9470878839492798
Site_5,Site_1,True,False,False,3.0,s,0.6743932366371155
Site_5,Site_1,True,False,False,3.0,l,0.9589788317680359
Site_5,Site_1,True,False,False,4.0,s,0.7069894671440125
Site_5,Site_1,True,False,False,4.0,l,0.9620044827461243
Site_5,Site_1,True,False,False,5.0,s,0.7269949316978455
Site_5,Site_1,True,False,False,5.0,l,0.9651147127151489
Site_1,Site_26,False,False,True,0.5,s,0.48279476165771484
Site_1,Site_26,False,False,True,0.5,l,1.0045592784881592
Site_1,Site_26,False,False,True,1.0,s,0.3962307274341583
Site_1,Site_26,False,False,True,1.0,l,0.9978511333465576
Site_1,Site_26,False,False,True,2.0,s,0.3822689652442932
Site_1,Site_26,False,False,True,2.0,l,1.0009111166000366
Site_1,Site_26,False,False,True,3.0,s,0.3915354609489441
Site_1,Site_26,False,False,True,3.0,l,
Site_1,Site_26,False,False,True,4.0,s,0.40849944949150085
Site_1,Site_26,False,False,True,4.0,l,
Site_1,Site_26,False,False,True,5.0,s,0.41683411598205566
Site_1,Site_26,False,False,True,5.0,l,
Site_25,Site_1,False,False,True,0.5,s,0.12806646525859833
Site_25,Site_1,False,False,True,0.5,l,0.2785426080226898
Site_25,Site_1,False,False,True,1.0,s,0.10121071338653564
Site_25,Site_1,False,False,True,1.0,l,0.16283255815505981
Site_25,Site_1,False,False,True,2.0,s,0.08911469578742981
Site_25,Site_1,False,False,True,2.0,l,0.14642709493637085
Site_25,Site_1,False,False,True,3.0,s,0.09166770428419113
Site_25,Site_1,False,False,True,3.0,l,0.1518583446741104
Site_25,Site_1,False,False,True,4.0,s,0.0853632241487503
Site_25,Site_1,False,False,True,4.0,l,0.157174214720726
Site_25,Site_1,False,False,True,5.0,s,0.08639239519834518
Site_25,Site_1,False,False,True,5.0,l,0.17888063192367554
Site_24,Site_1,True,True,False,0.5,s,0.29212716221809387
Site_24,Site_1,True,True,False,0.5,l,0.41729316115379333
Site_24,Site_1,True,True,False,1.0,s,0.20848500728607178
Site_24,Site_1,True,True,False,1.0,l,0.27722957730293274
Site_24,Site_1,True,True,False,2.0,s,0.14994895458221436
Site_24,Site_1,True,True,False,2.0,l,0.16302905976772308
Site_24,Site_1,True,True,False,3.0,s,0.13885842263698578
Site_24,Site_1,True,True,False,3.0,l,0.14240537583827972
Site_24,Site_1,True,True,False,4.0,s,0.1319400668144226
Site_24,Site_1,True,True,False,4.0,l,0.1280186027288437
Site_24,Site_1,True,True,False,5.0,s,0.1304817497730255
Site_24,Site_1,True,True,False,5.0,l,0.12465817481279373
Site_5,Site_24,False,True,False,0.5,s,0.7627357244491577
Site_5,Site_24,False,True,False,0.5,l,0.9086546301841736
Site_5,Site_24,False,True,False,1.0,s,0.7618612051010132
Site_5,Site_24,False,True,False,1.0,l,0.9170875549316406
Site_5,Site_24,False,True,False,2.0,s,0.7732161283493042
Site_5,Site_24,False,True,False,2.0,l,0.9492079615592957
Site_5,Site_24,False,True,False,3.0,s,0.8113998174667358
Site_5,Site_24,False,True,False,3.0,l,0.9800868630409241
Site_5,Site_24,False,True,False,4.0,s,0.8398246765136719
Site_5,Site_24,False,True,False,4.0,l,0.9899134635925293
Site_5,Site_24,False,True,False,5.0,s,0.8663385510444641
Site_5,Site_24,False,True,False,5.0,l,0.9938899874687195
Site_24,Site_1,True,False,False,0.5,s,0.21850457787513733
Site_24,Site_1,True,False,False,0.5,l,0.35600993037223816
Site_24,Site_1,True,False,False,1.0,s,0.1769288182258606
Site_24,Site_1,True,False,False,1.0,l,0.2340736985206604
Site_24,Site_1,True,False,False,2.0,s,0.13131237030029297
Site_24,Site_1,True,False,False,2.0,l,0.13771302998065948
Site_24,Site_1,True,False,False,3.0,s,0.11767569184303284
Site_24,Site_1,True,False,False,3.0,l,0.1117912158370018
Site_24,Site_1,True,False,False,4.0,s,0.1109316274523735
Site_24,Site_1,True,False,False,4.0,l,0.09292204678058624
Site_24,Site_1,True,False,False,5.0,s,0.10262107104063034
Site_24,Site_1,True,False,False,5.0,l,0.07879183441400528
Site_5,Site_24,True,True,False,0.5,s,0.8778879642486572
Site_5,Site_24,True,True,False,0.5,l,0.9190456867218018
Site_5,Site_24,True,True,False,1.0,s,0.8873995542526245
Site_5,Site_24,True,True,False,1.0,l,0.9281915426254272
Site_5,Site_24,True,True,False,2.0,s,0.8870740532875061
Site_5,Site_24,True,True,False,2.0,l,0.9452069997787476
Site_5,Site_24,True,True,False,3.0,s,0.9148882627487183
Site_5,Site_24,True,True,False,3.0,l,0.9739428758621216
Site_5,Site_24,True,True,False,4.0,s,0.9277133345603943
Site_5,Site_24,True,True,False,4.0,l,0.984291136264801
Site_5,Site_24,True,True,False,5.0,s,0.942769467830658
Site_5,Site_24,True,True,False,5.0,l,0.9896974563598633
Site_1,Site_23,False,False,True,0.5,s,0.15142343938350677
Site_1,Site_23,False,False,True,0.5,l,0.21270260214805603
Site_1,Site_23,False,False,True,1.0,s,0.14585021138191223
Site_1,Site_23,False,False,True,1.0,l,0.18613432347774506
Site_1,Site_23,False,False,True,2.0,s,0.1329907327890396
Site_1,Site_23,False,False,True,2.0,l,0.1515071988105774
Site_1,Site_23,False,False,True,3.0,s,0.12156744301319122
Site_1,Site_23,False,False,True,3.0,l,0.13332590460777283
Site_1,Site_23,False,False,True,4.0,s,0.1133134663105011
Site_1,Site_23,False,False,True,4.0,l,0.09792495518922806
Site_1,Site_23,False,False,True,5.0,s,0.11557892709970474
Site_1,Site_23,False,False,True,5.0,l,0.060438353568315506
