trn_site,test_site,share_encoder,no_mode,int_mode,threshold,s_l,value
Site_25,Site_26,False,False,False,3.0,l,
Site_25,Site_26,False,False,False,4.0,s,0.32384052872657776
Site_25,Site_26,False,False,False,4.0,l,
Site_25,Site_26,False,False,False,5.0,s,0.3314938545227051
Site_25,Site_26,False,False,False,5.0,l,
Site_1,Site_26,True,True,False,0.5,s,0.3156813681125641
Site_1,Site_26,True,True,False,0.5,l,0.9824509620666504
Site_1,Site_26,True,True,False,1.0,s,0.30144891142845154
Site_1,Site_26,True,True,False,1.0,l,0.9845351576805115
Site_1,Site_26,True,True,False,2.0,s,0.30762648582458496
Site_1,Site_26,True,True,False,2.0,l,0.9851330518722534
Site_1,Site_26,True,True,False,3.0,s,0.32743552327156067
Site_1,Site_26,True,True,False,3.0,l,
Site_1,Site_26,True,True,False,4.0,s,0.35662445425987244
Site_1,Site_26,True,True,False,4.0,l,
Site_1,Site_26,True,True,False,5.0,s,0.3664548099040985
Site_1,Site_26,True,True,False,5.0,l,
Site_24,Site_23,True,False,True,0.5,s,0.2598416805267334
Site_24,Site_23,True,False,True,0.5,l,0.3910265862941742
Site_24,Site_23,True,False,True,1.0,s,0.25856468081474304
Site_24,Site_23,True,False,True,1.0,l,0.21474601328372955
Site_24,Site_23,True,False,True,2.0,s,0.24860191345214844
Site_24,Site_23,True,False,True,2.0,l,0.1497822105884552
Site_24,Site_23,True,False,True,3.0,s,0.2267358899116516
Site_24,Site_23,True,False,True,3.0,l,0.12465140223503113
Site_24,Site_23,True,False,True,4.0,s,0.19746731221675873
Site_24,Site_23,True,False,True,4.0,l,0.11761289089918137
Site_24,Site_23,True,False,True,5.0,s,0.15243858098983765
Site_24,Site_23,True,False,True,5.0,l,0.11768537759780884
Site_25,Site_26,False,True,False,0.5,s,0.3614799976348877
Site_25,Site_26,False,True,False,0.5,l,0.9815505146980286
Site_25,Site_26,False,True,False,1.0,s,0.2931302487850189
Site_25,Site_26,False,True,False,1.0,l,0.9947733879089355
Site_25,Site_26,False,True,False,2.0,s,0.2857351005077362
Site_25,Site_26,False,True,False,2.0,l,0.9924856424331665
Site_25,Site_26,False,True,False,3.0,s,0.30401429533958435
Site_25,Site_26,False,True,False,3.0,l,
Site_25,Site_26,False,True,False,4.0,s,0.32123520970344543
Site_25,Site_26,False,True,False,4.0,l,
Site_25,Site_26,False,True,False,5.0,s,0.3303796052932739
Site_25,Site_26,False,True,False,5.0,l,
Site_23,Site_5,False,True,False,0.5,s,0.33862006664276123
Site_23,Site_5,False,True,False,0.5,l,0.4202708303928375
Site_23,Site_5,False,True,False,1.0,s,0.32921430468559265
Site_23,Site_5,False,True,False,1.0,l,0.3153759241104126
Site_23,Site_5,False,True,False,2.0,s,0.337588906288147
Site_23,Site_5,False,True,False,2.0,l,
Site_23,Site_5,False,True,False,3.0,s,0.3478769361972809
Site_23,Site_5,False,True,False,3.0,l,
Site_23,Site_5,False,True,False,4.0,s,0.34799230098724365
Site_23,Site_5,False,True,False,4.0,l,
Site_23,Site_5,False,True,False,5.0,s,
Site_23,Site_5,False,True,False,5.0,l,
Site_26,Site_24,True,False,True,0.5,s,0.5405922532081604
Site_26,Site_24,True,False,True,0.5,l,1.0188536643981934
Site_26,Site_24,True,False,True,1.0,s,0.44336259365081787
Site_26,Site_24,True,False,True,1.0,l,1.0095694065093994
Site_26,Site_24,True,False,True,2.0,s,0.39671891927719116
Site_26,Site_24,True,False,True,2.0,l,1.0072678327560425
Site_26,Site_24,True,False,True,3.0,s,0.36175984144210815
Site_26,Site_24,True,False,True,3.0,l,1.0046218633651733
Site_26,Site_24,True,False,True,4.0,s,0.33262211084365845
Site_26,Site_24,True,False,True,4.0,l,1.004086971282959
Site_26,Site_24,True,False,True,5.0,s,0.3071701228618622
Site_26,Site_24,True,False,True,5.0,l,1.00408935546875
Site_23,Site_26,True,False,False,0.5,s,0.5134515166282654
Site_23,Site_26,True,False,False,0.5,l,1.03460693359375
Site_23,Site_26,True,False,False,1.0,s,0.3977319002151489
Site_23,Site_26,True,False,False,1.0,l,0.9641045331954956
Site_23,Site_26,True,False,False,2.0,s,0.326657235622406
Site_23,Site_26,True,False,False,2.0,l,0.99583899974823
Site_23,Site_26,True,False,False,3.0,s,0.3314231336116791
Site_23,Site_26,True,False,False,3.0,l,
Site_23,Site_26,True,False,False,4.0,s,0.3487972617149353
Site_23,Site_26,True,False,False,4.0,l,
Site_23,Site_26,True,False,False,5.0,s,0.35893064737319946
Site_23,Site_26,True,False,False,5.0,l,
Site_25,Site_5,False,False,True,0.5,s,0.10321375727653503
Site_25,Site_5,False,False,True,0.5,l,0.21686477959156036
Site_25,Site_5,False,False,True,1.0,s,0.09415032714605331
Site_25,Site_5,False,False,True,1.0,l,0.17619648575782776
Site_25,Site_5,False,False,True,2.0,s,0.09125088155269623
Site_25,Site_5,False,False,True,2.0,l,
Site_25,Site_5,False,False,True,3.0,s,0.082283154129982
Site_25,Site_5,False,False,True,3.0,l,
Site_25,Site_5,False,False,True,4.0,s,0.0859093964099884
Site_25,Site_5,False,False,True,4.0,l,
Site_25,Site_5,False,False,True,5.0,s,
Site_25,Site_5,False,False,True,5.0,l,
Site_23,Site_1,True,True,False,0.5,s,0.19435535371303558
Site_23,Site_1,True,True,False,0.5,l,0.3751967251300812
Site_23,Site_1,True,True,False,1.0,s,0.1467987596988678
Site_23,Site_1,True,True,False,1.0,l,0.23723280429840088
Site_23,Site_1,True,True,False,2.0,s,0.1069408655166626
Site_23,Site_1,True,True,False,2.0,l,0.13419109582901
Site_23,Site_1,True,True,False,3.0,s,0.08890509605407715
Site_23,Site_1,True,True,False,3.0,l,0.110555499792099
Site_23,Site_1,True,True,False,4.0,s,0.08370669931173325
Site_23,Site_1,True,True,False,4.0,l,0.09794478863477707
Site_23,Site_1,True,True,False,5.0,s,0.08216989040374756
Site_23,Site_1,True,True,False,5.0,l,0.10475953668355942
Site_5,Site_25,False,False,False,0.5,s,0.673880934715271
Site_5,Site_25,False,False,False,0.5,l,0.8930057287216187
Site_5,Site_25,False,False,False,1.0,s,0.6680145263671875
Site_5,Site_25,False,False,False,1.0,l,0.9250373244285583
Site_5,Site_25,False,False,False,2.0,s,0.7470982670783997
Site_5,Site_25,False,False,False,2.0,l,0.984061598777771
Site_5,Site_25,False,False,False,3.0,s,0.8418037295341492
Site_5,Site_25,False,False,False,3.0,l,0.9979938864707947
Site_5,Site_25,False,False,False,4.0,s,0.8959262371063232
Site_5,Site_25,False,False,False,4.0,l,0.9994382262229919
Site_5,Site_25,False,False,False,5.0,s,0.9180179834365845
Site_5,Site_25,False,False,False,5.0,l,0.9991254210472107
Site_1,Site_25,True,True,False,0.5,s,0.1836349070072174
Site_1,Site_25,True,True,False,0.5,l,0.44810009002685547
Site_1,Site_25,True,True,False,1.0,s,0.16694167256355286
Site_1,Site_25,True,True,False,1.0,l,0.27919450402259827
Site_1,Site_25,True,True,False,2.0,s,0.1573542356491089
Site_1,Site_25,True,True,False,2.0,l,0.20790468156337738
Site_1,Site_25,True,True,False,3.0,s,0.16202174127101898
Site_1,Site_25,True,True,False,3.0,l,0.14652039110660553
Site_1,Site_25,True,True,False,4.0,s,0.1708945333957672
Site_1,Site_25,True,True,False,4.0,l,0.09756822139024734
Site_1,Site_25,True,True,False,5.0,s,0.17800627648830414
Site_1,Site_25,True,True,False,5.0,l,0.09017959982156754
Site_25,Site_1,True,False,True,0.5,s,0.1079847514629364
Site_25,Site_1,True,False,True,0.5,l,0.26798537373542786
Site_25,Site_1,True,False,True,1.0,s,0.098732590675354
Site_25,Site_1,True,False,True,1.0,l,0.15464700758457184
Site_25,Site_1,True,False,True,2.0,s,0.10238287597894669
Site_25,Site_1,True,False,True,2.0,l,0.13154196739196777
Site_25,Site_1,True,False,True,3.0,s,0.10903839766979218
Site_25,Site_1,True,False,True,3.0,l,0.12563541531562805
Site_25,Site_1,True,False,True,4.0,s,0.1148432269692421
Site_25,Site_1,True,False,True,4.0,l,0.12351451069116592
Site_25,Site_1,True,False,True,5.0,s,0.11520874500274658
Site_25,Site_1,True,False,True,5.0,l,0.14896638691425323
Site_24,Site_5,True,True,False,0.5,s,0.09126877039670944
Site_24,Site_5,True,True,False,0.5,l,0.20117104053497314
Site_24,Site_5,True,True,False,1.0,s,0.07289531081914902
Site_24,Site_5,True,True,False,1.0,l,0.21034419536590576
Site_24,Site_5,True,True,False,2.0,s,0.061038944870233536
Site_24,Site_5,True,True,False,2.0,l,
Site_24,Site_5,True,True,False,3.0,s,0.050200700759887695
Site_24,Site_5,True,True,False,3.0,l,
Site_24,Site_5,True,True,False,4.0,s,0.04584226757287979
Site_24,Site_5,True,True,False,4.0,l,
Site_24,Site_5,True,True,False,5.0,s,
Site_24,Site_5,True,True,False,5.0,l,
Site_25,Site_24,False,False,False,0.5,s,0.13597416877746582
Site_25,Site_24,False,False,False,0.5,l,0.34405311942100525
Site_25,Site_24,False,False,False,1.0,s,0.12010182440280914
Site_25,Site_24,False,False,False,1.0,l,0.23569557070732117
Site_25,Site_24,False,False,False,2.0,s,0.10338849574327469
Site_25,Site_24,False,False,False,2.0,l,0.1982477903366089
Site_25,Site_24,False,False,False,3.0,s,0.09509110450744629
Site_25,Site_24,False,False,False,3.0,l,0.2221766859292984
Site_25,Site_24,False,False,False,4.0,s,0.08772778511047363
Site_25,Site_24,False,False,False,4.0,l,0.24600079655647278
Site_25,Site_24,False,False,False,5.0,s,0.08268412947654724
Site_25,Site_24,False,False,False,5.0,l,0.2708839774131775
Site_26,Site_5,True,True,False,0.5,s,0.3744254410266876
Site_26,Site_5,True,True,False,0.5,l,1.0588606595993042
Site_26,Site_5,True,True,False,1.0,s,0.3612350821495056
Site_26,Site_5,True,True,False,1.0,l,1.0429184436798096
Site_26,Site_5,True,True,False,2.0,s,0.3709445893764496
Site_26,Site_5,True,True,False,2.0,l,
Site_26,Site_5,True,True,False,3.0,s,0.39470282196998596
Site_26,Site_5,True,True,False,3.0,l,
Site_26,Site_5,True,True,False,4.0,s,0.4548644423484802
Site_26,Site_5,True,True,False,4.0,l,
Site_26,Site_5,True,True,False,5.0,s,
Site_26,Site_5,True,True,False,5.0,l,
Site_24,Site_23,True,False,False,0.5,s,0.4570375680923462
Site_24,Site_23,True,False,False,0.5,l,0.31931692361831665
Site_24,Site_23,True,False,False,1.0,s,0.41295453906059265
Site_24,Site_23,True,False,False,1.0,l,0.23467262089252472
Site_24,Site_23,True,False,False,2.0,s,0.34670209884643555
Site_24,Site_23,True,False,False,2.0,l,0.1791175901889801
Site_24,Site_23,True,False,False,3.0,s,0.311922550201416
Site_24,Site_23,True,False,False,3.0,l,0.14847175776958466
Site_24,Site_23,True,False,False,4.0,s,0.2756892442703247
Site_24,Site_23,True,False,False,4.0,l,0.1590282917022705
Site_24,Site_23,True,False,False,5.0,s,0.23016320168972015
Site_24,Site_23,True,False,False,5.0,l,0.16772207617759705
Site_24,Site_1,False,False,True,0.5,s,0.29771527647972107
Site_24,Site_1,False,False,True,0.5,l,0.2548986077308655
Site_24,Site_1,False,False,True,1.0,s,0.20418518781661987
Site_24,Site_1,False,False,True,1.0,l,0.13822153210639954
Site_24,Site_1,False,False,True,2.0,s,0.17081573605537415
Site_24,Site_1,False,False,True,2.0,l,0.11251338571310043
Site_24,Site_1,False,False,True,3.0,s,0.16325412690639496
Site_24,Site_1,False,False,True,3.0,l,0.09014301747083664
Site_24,Site_1,False,False,True,4.0,s,0.14942842721939087
Site_24,Site_1,False,False,True,4.0,l,0.08098718523979187
Site_24,Site_1,False,False,True,5.0,s,0.1415843814611435
Site_24,Site_1,False,False,True,5.0,l,0.08195003867149353
Site_5,Site_1,False,True,False,0.5,s,0.7553751468658447
Site_5,Site_1,False,True,False,0.5,l,0.8418565988540649
Site_5,Site_1,False,True,False,1.0,s,0.7086359262466431
Site_5,Site_1,False,True,False,1.0,l,0.88438481092453
Site_5,Site_1,False,True,False,2.0,s,0.6492354869842529
Site_5,Site_1,False,True,False,2.0,l,0.9264289140701294
Site_5,Site_1,False,True,False,3.0,s,0.6315832138061523
Site_5,Site_1,False,True,False,3.0,l,0.9416149854660034
Site_5,Site_1,False,True,False,4.0,s,0.6713619828224182
Site_5,Site_1,False,True,False,4.0,l,0.9470055103302002
Site_5,Site_1,False,True,False,5.0,s,0.6963438391685486
Site_5,Site_1,False,True,False,5.0,l,0.9515844583511353
Site_1,Site_23,True,False,False,0.5,s,0.14837735891342163
Site_1,Site_23,True,False,False,0.5,l,0.2766604721546173
Site_1,Site_23,True,False,False,1.0,s,0.12786094844341278
Site_1,Site_23,True,False,False,1.0,l,0.21454492211341858
Site_1,Site_23,True,False,False,2.0,s,0.10708393901586533
Site_1,Site_23,True,False,False,2.0,l,0.1652982532978058
Site_1,Site_23,True,False,False,3.0,s,0.09219677001237869
Site_1,Site_23,True,False,False,3.0,l,0.14654235541820526
Site_1,Site_23,True,False,False,4.0,s,0.09375756978988647
Site_1,Site_23,True,False,False,4.0,l,0.15232065320014954
Site_1,Site_23,True,False,False,5.0,s,0.10966478288173676
Site_1,Site_23,True,False,False,5.0,l,0.16311699151992798
Site_1,Site_26,True,False,False,0.5,s,0.4516940414905548
Site_1,Site_26,True,False,False,0.5,l,1.010074257850647
Site_1,Site_26,True,False,False,1.0,s,0.33534228801727295
Site_1,Site_26,True,False,False,1.0,l,1.0098073482513428
Site_1,Site_26,True,False,False,2.0,s,0.31869933009147644
Site_1,Site_26,True,False,False,2.0,l,1.0029345750808716
Site_1,Site_26,True,False,False,3.0,s,0.34362009167671204
Site_1,Site_26,True,False,False,3.0,l,
Site_1,Site_26,True,False,False,4.0,s,0.3753662109375
Site_1,Site_26,True,False,False,4.0,l,
Site_1,Site_26,True,False,False,5.0,s,0.3890492618083954
Site_1,Site_26,True,False,False,5.0,l,
Site_26,Site_5,False,False,True,0.5,s,0.736855685710907
Site_26,Site_5,False,False,True,0.5,l,0.9992074370384216
Site_26,Site_5,False,False,True,1.0,s,0.6993948817253113
Site_26,Site_5,False,False,True,1.0,l,1.0019593238830566
Site_26,Site_5,False,False,True,2.0,s,0.6113098859786987
Site_26,Site_5,False,False,True,2.0,l,
Site_26,Site_5,False,False,True,3.0,s,0.6078082919120789
Site_26,Site_5,False,False,True,3.0,l,
Site_26,Site_5,False,False,True,4.0,s,0.6241892576217651
Site_26,Site_5,False,False,True,4.0,l,
Site_26,Site_5,False,False,True,5.0,s,
Site_26,Site_5,False,False,True,5.0,l,
Site_23,Site_25,False,True,False,0.5,s,0.17794974148273468
Site_23,Site_25,False,True,False,0.5,l,0.46631601452827454
Site_23,Site_25,False,True,False,1.0,s,0.1594347357749939
Site_23,Site_25,False,True,False,1.0,l,0.2768969237804413
Site_23,Site_25,False,True,False,2.0,s,0.13625627756118774
Site_23,Site_25,False,True,False,2.0,l,0.15496383607387543
Site_23,Site_25,False,True,False,3.0,s,0.13303320109844208
Site_23,Site_25,False,True,False,3.0,l,0.13671456277370453
Site_23,Site_25,False,True,False,4.0,s,0.13789965212345123
Site_23,Site_25,False,True,False,4.0,l,0.11406894773244858
Site_23,Site_25,False,True,False,5.0,s,0.13784345984458923
Site_23,Site_25,False,True,False,5.0,l,0.12315037846565247
Site_24,Site_23,False,False,True,0.5,s,0.41115903854370117
Site_24,Site_23,False,False,True,0.5,l,0.3825494050979614
Site_24,Site_23,False,False,True,1.0,s,0.39371323585510254
Site_24,Site_23,False,False,True,1.0,l,0.22843773663043976
Site_24,Site_23,False,False,True,2.0,s,0.3489467203617096
Site_24,Site_23,False,False,True,2.0,l,0.1574234664440155
Site_24,Site_23,False,False,True,3.0,s,0.2963029444217682
Site_24,Site_23,False,False,True,3.0,l,0.11224620044231415
Site_24,Site_23,False,False,True,4.0,s,0.24231603741645813
Site_24,Site_23,False,False,True,4.0,l,0.09509343653917313
Site_24,Site_23,False,False,True,5.0,s,0.1775156408548355
Site_24,Site_23,False,False,True,5.0,l,0.09697718918323517
Site_23,Site_24,False,False,True,0.5,s,0.18770042061805725
Site_23,Site_24,False,False,True,0.5,l,0.7177276015281677
Site_23,Site_24,False,False,True,1.0,s,0.15683382749557495
Site_23,Site_24,False,False,True,1.0,l,0.618866503238678
Site_23,Site_24,False,False,True,2.0,s,0.14700129628181458
Site_23,Site_24,False,False,True,2.0,l,0.40488848090171814
Site_23,Site_24,False,False,True,3.0,s,0.14613638818264008
Site_23,Site_24,False,False,True,3.0,l,0.2628633677959442
Site_23,Site_24,False,False,True,4.0,s,0.148373544216156
Site_23,Site_24,False,False,True,4.0,l,0.22263643145561218
Site_23,Site_24,False,False,True,5.0,s,0.14389367401599884
Site_23,Site_24,False,False,True,5.0,l,0.21685285866260529
Site_23,Site_24,False,False,False,0.5,s,0.1904626488685608
Site_23,Site_24,False,False,False,0.5,l,0.46061471104621887
Site_23,Site_24,False,False,False,1.0,s,0.16282284259796143
Site_23,Site_24,False,False,False,1.0,l,0.3258253037929535
Site_23,Site_24,False,False,False,2.0,s,0.14231330156326294
Site_23,Site_24,False,False,False,2.0,l,0.23736980557441711
Site_23,Site_24,False,False,False,3.0,s,0.1375938206911087
Site_23,Site_24,False,False,False,3.0,l,0.22097750008106232
Site_23,Site_24,False,False,False,4.0,s,0.14334776997566223
Site_23,Site_24,False,False,False,4.0,l,0.21094976365566254
Site_23,Site_24,False,False,False,5.0,s,0.15091630816459656
Site_23,Site_24,False,False,False,5.0,l,0.20640535652637482
Site_5,Site_1,True,True,False,0.5,s,0.5834164023399353
Site_5,Site_1,True,True,False,0.5,l,1.0729223489761353
Site_5,Site_1,True,True,False,1.0,s,0.566201388835907
Site_5,Site_1,True,True,False,1.0,l,1.0356389284133911
Site_5,Site_1,True,True,False,2.0,s,0.6049786806106567
Site_5,Site_1,True,True,False,2.0,l,1.011729121208191
Site_5,Site_1,True,True,False,3.0,s,0.5936238765716553
Site_5,Site_1,True,True,False,3.0,l,1.0073477029800415
Site_5,Site_1,True,True,False,4.0,s,0.661311149597168
Site_5,Site_1,True,True,False,4.0,l,1.005743384361267
Site_5,Site_1,True,True,False,5.0,s,0.6999118328094482
Site_5,Site_1,True,True,False,5.0,l,1.0046207904815674
Site_25,Site_23,True,True,False,0.5,s,0.18429447710514069
Site_25,Site_23,True,True,False,0.5,l,0.27152934670448303
Site_25,Site_23,True,True,False,1.0,s,0.1657264530658722
Site_25,Site_23,True,True,False,1.0,l,0.2119530290365219
Site_25,Site_23,True,True,False,2.0,s,0.15933798253536224
Site_25,Site_23,True,True,False,2.0,l,0.15877436101436615
Site_25,Site_23,True,True,False,3.0,s,0.1459476798772812
Site_25,Site_23,True,True,False,3.0,l,0.11519840359687805
Site_25,Site_23,True,True,False,4.0,s,0.12324677407741547
Site_25,Site_23,True,True,False,4.0,l,0.09647554159164429
Site_25,Site_23,True,True,False,5.0,s,0.10841717571020126
Site_25,Site_23,True,True,False,5.0,l,0.11479085683822632
Site_24,Site_26,True,True,False,0.5,s,0.372092068195343
Site_24,Site_26,True,True,False,0.5,l,0.9824419021606445
Site_24,Site_26,True,True,False,1.0,s,0.2920800745487213
Site_24,Site_26,True,True,False,1.0,l,0.9952584505081177
Site_24,Site_26,True,True,False,2.0,s,0.25857144594192505
Site_24,Site_26,True,True,False,2.0,l,0.9795255661010742
Site_24,Site_26,True,True,False,3.0,s,0.23659172654151917
Site_24,Site_26,True,True,False,3.0,l,
Site_24,Site_26,True,True,False,4.0,s,0.21960149705410004
Site_24,Site_26,True,True,False,4.0,l,
Site_24,Site_26,True,True,False,5.0,s,0.208882674574852
Site_24,Site_26,True,True,False,5.0,l,
Site_23,Site_25,False,False,False,0.5,s,0.2390245646238327
Site_23,Site_25,False,False,False,0.5,l,0.43708181381225586
Site_23,Site_25,False,False,False,1.0,s,0.17068816721439362
Site_23,Site_25,False,False,False,1.0,l,0.24993838369846344
Site_23,Site_25,False,False,False,2.0,s,0.13443918526172638
Site_23,Site_25,False,False,False,2.0,l,0.14937211573123932
Site_23,Site_25,False,False,False,3.0,s,0.1320124864578247
Site_23,Site_25,False,False,False,3.0,l,0.11387709528207779
Site_23,Site_25,False,False,False,4.0,s,0.1445769965648651
Site_23,Site_25,False,False,False,4.0,l,0.08507738262414932
Site_23,Site_25,False,False,False,5.0,s,0.1484309881925583
Site_23,Site_25,False,False,False,5.0,l,0.08876962959766388
Site_5,Site_25,True,True,False,0.5,s,0.5948547720909119
Site_5,Site_25,True,True,False,0.5,l,0.9097339510917664
Site_5,Site_25,True,True,False,1.0,s,0.6082603931427002
Site_5,Site_25,True,True,False,1.0,l,0.9359650611877441
Site_5,Site_25,True,True,False,2.0,s,0.7101665139198303
Site_5,Site_25,True,True,False,2.0,l,0.9569894075393677
Site_5,Site_25,True,True,False,3.0,s,0.7956326603889465
Site_5,Site_25,True,True,False,3.0,l,0.972965657711029
Site_5,Site_25,True,True,False,4.0,s,0.8409035801887512
Site_5,Site_25,True,True,False,4.0,l,0.9752089977264404
Site_5,Site_25,True,True,False,5.0,s,0.8671049475669861
Site_5,Site_25,True,True,False,5.0,l,0.9756624698638916
Site_5,Site_25,False,True,False,0.5,s,0.6215690970420837
Site_5,Site_25,False,True,False,0.5,l,0.8623167872428894
Site_5,Site_25,False,True,False,1.0,s,0.597820520401001
Site_5,Site_25,False,True,False,1.0,l,0.9041356444358826
Site_5,Site_25,False,True,False,2.0,s,0.7028698325157166
Site_5,Site_25,False,True,False,2.0,l,0.9700050354003906
Site_5,Site_25,False,True,False,3.0,s,0.7764996886253357
Site_5,Site_25,False,True,False,3.0,l,0.9848127365112305
Site_5,Site_25,False,True,False,4.0,s,0.8141374588012695
Site_5,Site_25,False,True,False,4.0,l,0.9868314862251282
Site_5,Site_25,False,True,False,5.0,s,0.8457226157188416
Site_5,Site_25,False,True,False,5.0,l,0.9871499538421631
Site_1,Site_23,True,False,True,0.5,s,0.2027582824230194
Site_1,Site_23,True,False,True,0.5,l,0.32668888568878174
Site_1,Site_23,True,False,True,1.0,s,0.19293980300426483
Site_1,Site_23,True,False,True,1.0,l,0.15186797082424164
Site_1,Site_23,True,False,True,2.0,s,0.17082267999649048
Site_1,Site_23,True,False,True,2.0,l,0.11980055272579193
Site_1,Site_23,True,False,True,3.0,s,0.1442609429359436
Site_1,Site_23,True,False,True,3.0,l,0.12185705453157425
Site_1,Site_23,True,False,True,4.0,s,0.12187431007623672
Site_1,Site_23,True,False,True,4.0,l,0.12161922454833984
Site_1,Site_23,True,False,True,5.0,s,0.1045447364449501
Site_1,Site_23,True,False,True,5.0,l,0.12505806982517242
Site_5,Site_25,True,False,False,0.5,s,0.8361814022064209
Site_5,Site_25,True,False,False,0.5,l,0.8995408415794373
Site_5,Site_25,True,False,False,1.0,s,0.7751750946044922
Site_5,Site_25,True,False,False,1.0,l,0.9204123616218567
Site_5,Site_25,True,False,False,2.0,s,0.7870790362358093
Site_5,Site_25,True,False,False,2.0,l,0.9640434980392456
Site_5,Site_25,True,False,False,3.0,s,0.7873142957687378
Site_5,Site_25,True,False,False,3.0,l,0.9692127108573914
Site_5,Site_25,True,False,False,4.0,s,0.7785282135009766
Site_5,Site_25,True,False,False,4.0,l,0.9703894853591919
Site_5,Site_25,True,False,False,5.0,s,0.7936772108078003
Site_5,Site_25,True,False,False,5.0,l,0.9714796543121338
Site_25,Site_1,False,False,False,0.5,s,0.1657780408859253
Site_25,Site_1,False,False,False,0.5,l,0.3470487892627716
Site_25,Site_1,False,False,False,1.0,s,0.13463933765888214
Site_25,Site_1,False,False,False,1.0,l,0.21528595685958862
Site_25,Site_1,False,False,False,2.0,s,0.11335674673318863
Site_25,Site_1,False,False,False,2.0,l,0.1609036773443222
Site_25,Site_1,False,False,False,3.0,s,0.09121420234441757
Site_25,Site_1,False,False,False,3.0,l,0.1468866765499115
Site_25,Site_1,False,False,False,4.0,s,0.0773855671286583
Site_25,Site_1,False,False,False,4.0,l,0.14040693640708923
Site_25,Site_1,False,False,False,5.0,s,0.06881402432918549
Site_25,Site_1,False,False,False,5.0,l,0.16090460121631622
Site_25,Site_23,False,False,True,0.5,s,0.16872844099998474
Site_25,Site_23,False,False,True,0.5,l,0.14612270891666412
Site_25,Site_23,False,False,True,1.0,s,0.14391055703163147
Site_25,Site_23,False,False,True,1.0,l,0.10922624915838242
Site_25,Site_23,False,False,True,2.0,s,0.13783255219459534
Site_25,Site_23,False,False,True,2.0,l,0.09871421754360199
Site_25,Site_23,False,False,True,3.0,s,0.138727068901062
Site_25,Site_23,False,False,True,3.0,l,0.08797966688871384
Site_25,Site_23,False,False,True,4.0,s,0.13300670683383942
Site_25,Site_23,False,False,True,4.0,l,0.07661391794681549
Site_25,Site_23,False,False,True,5.0,s,0.11412382125854492
Site_25,Site_23,False,False,True,5.0,l,0.11369584500789642
Site_26,Site_24,True,True,False,0.5,s,0.6010353565216064
Site_26,Site_24,True,True,False,0.5,l,1.2330236434936523
Site_26,Site_24,True,True,False,1.0,s,0.541348397731781
Site_26,Site_24,True,True,False,1.0,l,1.198540449142456
Site_26,Site_24,True,True,False,2.0,s,0.5074307322502136
Site_26,Site_24,True,True,False,2.0,l,1.1491245031356812
Site_26,Site_24,True,True,False,3.0,s,0.47768235206604004
Site_26,Site_24,True,True,False,3.0,l,1.1160789728164673
Site_26,Site_24,True,True,False,4.0,s,0.44228658080101013
Site_26,Site_24,True,True,False,4.0,l,1.0980935096740723
Site_26,Site_24,True,True,False,5.0,s,0.39100053906440735
Site_26,Site_24,True,True,False,5.0,l,1.088004231452942
Site_25,Site_1,True,True,False,0.5,s,0.16738741099834442
Site_25,Site_1,True,True,False,0.5,l,0.3551422953605652
Site_25,Site_1,True,True,False,1.0,s,0.1464202105998993
Site_25,Site_1,True,True,False,1.0,l,0.22986891865730286
Site_25,Site_1,True,True,False,2.0,s,0.13959358632564545
Site_25,Site_1,True,True,False,2.0,l,0.13333439826965332
Site_25,Site_1,True,True,False,3.0,s,0.1331663578748703
Site_25,Site_1,True,True,False,3.0,l,0.10380060225725174
Site_25,Site_1,True,True,False,4.0,s,0.12515084445476532
Site_25,Site_1,True,True,False,4.0,l,0.07716716080904007
Site_25,Site_1,True,True,False,5.0,s,0.1182815283536911
Site_25,Site_1,True,True,False,5.0,l,0.0668511912226677
Site_23,Site_24,False,True,False,0.5,s,0.18371404707431793
Site_23,Site_24,False,True,False,0.5,l,0.4698988199234009
Site_23,Site_24,False,True,False,1.0,s,0.16289374232292175
Site_23,Site_24,False,True,False,1.0,l,0.3479689657688141
Site_23,Site_24,False,True,False,2.0,s,0.14662188291549683
Site_23,Site_24,False,True,False,2.0,l,0.2424314171075821
Site_23,Site_24,False,True,False,3.0,s,0.1432209014892578
Site_23,Site_24,False,True,False,3.0,l,0.2148699313402176
Site_23,Site_24,False,True,False,4.0,s,0.14785966277122498
Site_23,Site_24,False,True,False,4.0,l,0.20320859551429749
Site_23,Site_24,False,True,False,5.0,s,0.1516769677400589
Site_23,Site_24,False,True,False,5.0,l,0.2027624100446701
Site_1,Site_26,True,False,True,0.5,s,0.38525089621543884
Site_1,Site_26,True,False,True,0.5,l,0.9874308705329895
Site_1,Site_26,True,False,True,1.0,s,0.3579968810081482
Site_1,Site_26,True,False,True,1.0,l,0.9855213165283203
Site_1,Site_26,True,False,True,2.0,s,0.35788652300834656
Site_1,Site_26,True,False,True,2.0,l,0.9933416247367859
Site_1,Site_26,True,False,True,3.0,s,0.36919906735420227
Site_1,Site_26,True,False,True,3.0,l,
Site_1,Site_26,True,False,True,4.0,s,0.3897168040275574
Site_1,Site_26,True,False,True,4.0,l,
Site_1,Site_26,True,False,True,5.0,s,0.3985770642757416
Site_1,Site_26,True,False,True,5.0,l,
Site_1,Site_25,False,True,False,0.5,s,0.18613988161087036
Site_1,Site_25,False,True,False,0.5,l,0.4177047908306122
